当前路径,文件名,扩展名,文件大小,SHA-256,Git最早出现时间,Git最后修改时间,推定游戏年度,推定季度,推定档案类型,推定状态,是否当前权威入口,是否被其他文件引用,是否存在完全重复文件,是否存在近似重复文件,建议未来路径,分类置信度,备注和冲突
uploads/20260729/9ec1924f791c49079004faffe19b18fa_天启七年_天下大势.md,9ec1924f791c49079004faffe19b18fa_天启七年_天下大势.md,.md,4222,50c2b8ec1f6ffdff3860140160ff0252328467ae1797642817c75cc254be45d6,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,天启7年,秋,原始上传资料,原始资料,否,是（1）,是：大明档案/朝政纪要/天启年/天启七年·天下大势.md,否,90_原始资料/用户上传/20260729/9ec1924f791c49079004faffe19b18fa_天启七年_天下大势.md,0.98,完全重复: 大明档案/朝政纪要/天启年/天启七年·天下大势.md；引用示例: uploads/index.json
uploads/index.json,index.json,.json,37623,c41978429bb7b86034f364ea143ed1d29b298b0f36e64af98ce6803dfc9259f9,2026-07-30T15:11:05-05:00,2026-07-30T23:40:54-05:00,天启7年,秋,跨季度长期制度/名册/数据库,历史状态,否,是（5）,否,否,02_长期档案/制度国策/index.json,0.86,引用示例: skills/writeimperial/references/archive_map.md | web_app.py | 大明档案/战略方略/崇祯四年冬辽西坚壁清野以空间换时间军政方案.md
web/app.js,app.js,.js,21726,53a06b75ecb9644b5b1d2c5831b59709769fd2cedbde80afcfa20d8a0e5d2e63,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯1年,春,仓库程序/配置,不适用,否,否,否,否,web/app.js,0.99,
web/index.html,index.html,.html,12389,f13e16b6259110903abe4d27289becc8f0d294b91f8a537da400eaeaaa7c4ecf,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,,,仓库程序/配置,不适用,否,是（1）,否,否,web/index.html,0.99,引用示例: web_app.py
web/styles.css,styles.css,.css,17159,b5e3a8fb3ded1e6585504df403419bd3f9154ed2ada92ed4e727688bf091c77a,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,,,仓库程序/配置,不适用,否,是（2）,否,否,web/styles.css,0.99,引用示例: web/index.html | web_app.py
web_app.py,web_app.py,.py,29001,12ca827d1929bab47f3979174ba9b88af98bc35445a7696918cf29fe8d329da1,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,,,仓库程序/配置,不适用,否,是（2）,否,否,web_app.py,0.99,引用示例: web/app.js | 启动网页版.cmd
启动网页版.cmd,启动网页版.cmd,.cmd,151,9986469a9e75647a0bff586bd5f90a77fd6e6c72c8beeded07ecc5e86f120275,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,,,仓库程序/配置,不适用,否,否,否,否,启动网页版.cmd,0.99,
大明档案/AI分析报告/崇祯八年冬季·天下兵马总览.md,崇祯八年冬季·天下兵马总览.md,.md,11475,c38cf85f44e4c73e6fa2f6a630a168531571a7a63250aa53b45b206420ead77a,2026-07-30T15:21:59-05:00,2026-07-30T15:21:59-05:00,崇祯8年,冬,季度结案/当前快照,历史状态,否,是（2）,否,否,01_季度回合/崇祯8年/冬/结案与快照原文/崇祯八年冬季·天下兵马总览.md,0.88,引用示例: 大明档案/国策路线/崇祯三年战略与制度国策文档包/崇祯九年至十一年三年十二季度总计划.md | 大明档案/战略方略/崇祯九年春崇祯九年至十一年三年十二季度总计划.md
大明档案/README.md,README.md,.md,851,0d1f062e87f989a4a07e94d00cae0c8564ff6d4f99b63f83593c8847a927e5e5,2026-07-30T15:11:05-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,跨季度长期制度/名册/数据库,历史状态,否,是（4）,否,否,02_长期档案/制度国策/README.md,0.86,引用示例: modules/knowledge_base.py | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | 大明档案/国策路线/国策路线.md
大明档案/制度规则/README.md,README.md,.md,1070,df45939476b01590413a8f7759afb15071e1f3d6fea715b6805a64385f7d5c60,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,跨季度长期制度/名册/数据库,历史状态,否,是（4）,否,否,02_长期档案/制度国策/README.md,0.93,引用示例: modules/knowledge_base.py | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | 大明档案/国策路线/国策路线.md
大明档案/制度规则/崇祯11年夏六阁六部九级军阶与密谍制度复核.md,崇祯11年夏六阁六部九级军阶与密谍制度复核.md,.md,2604,f7ad8e97f4770a5589bf363b4d4a6fec72911a17a382fa5970f272d52bb0e03f,2026-07-31T12:32:41-07:00,2026-07-31T12:32:41-07:00,崇祯11年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/制度国策/崇祯11年夏六阁六部九级军阶与密谍制度复核.md,0.93,
大明档案/制度规则/崇祯九年春七项基础国策实施章程.md,崇祯九年春七项基础国策实施章程.md,.md,38826,a79efef954019ac00c3096a0be5fa11d1ab834c1750e30b4c5b388216da52c56,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,跨季度长期制度/名册/数据库,历史状态,否,是（6）,否,否,02_长期档案/制度国策/崇祯九年春七项基础国策实施章程.md,0.93,引用示例: uploads/index.json | 大明档案/制度规则/README.md | 大明档案/国策路线/国策路线.md
大明档案/制度规则/崇祯九年春九品考察与事权分管优化方案.md,崇祯九年春九品考察与事权分管优化方案.md,.md,13439,f04fd51cc3c80d51113e15ff9c6a3ea801f100c0f85ab570263a80c3d700b2bd,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,跨季度长期制度/名册/数据库,历史状态,否,是（6）,否,否,02_长期档案/制度国策/崇祯九年春九品考察与事权分管优化方案.md,0.93,引用示例: uploads/index.json | 大明档案/制度规则/README.md | 大明档案/国策路线/国策路线.md
大明档案/制度规则/崇祯九年春国家预警纠错与韧性建设国策章程.md,崇祯九年春国家预警纠错与韧性建设国策章程.md,.md,35216,380f66488914e9df296bc1b157931741409ca4d922327d530f161f8e65f45902,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,跨季度长期制度/名册/数据库,历史状态,否,是（6）,否,否,02_长期档案/制度国策/崇祯九年春国家预警纠错与韧性建设国策章程.md,0.93,引用示例: uploads/index.json | 大明档案/制度规则/README.md | 大明档案/国策路线/国策路线.md
大明档案/制度规则/崇祯十一年秋国策路线执行补录.md,崇祯十一年秋国策路线执行补录.md,.md,1603,057fa1c547ab8922d1e5ea99f80205eb04e202501b60d2ee7e2b98302a6450d9,2026-07-31T22:15:08-07:00,2026-07-31T22:15:08-07:00,崇祯11年,秋,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/制度国策/崇祯十一年秋国策路线执行补录.md,0.93,
大明档案/制度规则/崇祯十一年秋国策路线长期记忆.md,崇祯十一年秋国策路线长期记忆.md,.md,2474,14112d3b385dc5859014ff018182ec149dca4f3115ebecf51fe09ec72ed2776a,2026-07-31T22:38:31-07:00,2026-07-31T22:38:31-07:00,崇祯11年,秋,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/制度国策/崇祯十一年秋国策路线长期记忆.md,0.93,
大明档案/制度规则/崇祯模拟器诏书撰写长期记忆.md,崇祯模拟器诏书撰写长期记忆.md,.md,14123,37a3f4ee22a9c1a378290d258a89999859027e031088593b13b368f8a17c5dc9,2026-07-30T23:10:34-07:00,2026-07-31T13:06:55-07:00,崇祯11年,夏,跨季度长期制度/名册/数据库,历史状态,否,是（2）,否,否,02_长期档案/制度国策/崇祯模拟器诏书撰写长期记忆.md,0.93,引用示例: AGENTS.md | skills/writeimperial/MEMORY_PROTOCOL.md
大明档案/参谋笔记/个人战略笔记.md,个人战略笔记.md,.md,56812,841d76bf1c4349a3cab235bc6bac6ad329b525f8fc519d318ad681aa213790c9,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,,,御前密谈/思考过程,历史状态,否,是（3）,否,否,99_待整理/大明档案/参谋笔记/个人战略笔记.md,0.94,引用示例: modules/knowledge_base.py | skills/writeimperial/references/archive_map.md | 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md
大明档案/参谋笔记/崇祯10年春方向草案——固朝续制安秦晋.md,崇祯10年春方向草案——固朝续制安秦晋.md,.md,7783,75cbd7674e94adcf987026743a950baeaa85ec21c7616613fb2e83763fba7e3c,2026-07-31T01:04:21-07:00,2026-07-31T01:04:21-07:00,崇祯10年,春,御前密谈/思考过程,草案,否,是（1）,否,否,01_季度回合/崇祯10年/春/御前密谈原文/崇祯10年春方向草案——固朝续制安秦晋.md,0.94,引用示例: data/strategy/崇祯10年春方向草案.json
大明档案/参谋笔记/崇祯八年春季全局复盘.md,崇祯八年春季全局复盘.md,.md,10207,3a795adcc79cfc4d6886521e3861aa5e8a15466963a6e801b4b24625e5c8c2f4,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯8年,春,御前密谈/思考过程,历史状态,否,否,否,否,01_季度回合/崇祯8年/春/御前密谈原文/崇祯八年春季全局复盘.md,0.94,
大明档案/参谋笔记/崇祯八年秋季战略升级精炼方案.md,崇祯八年秋季战略升级精炼方案.md,.md,12372,9566f418bfdf8dc53f611c54874851b2f2e486d5b2cca112861d205a0effac9a,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯8年,秋,御前密谈/思考过程,历史状态,否,否,否,否,01_季度回合/崇祯8年/秋/御前密谈原文/崇祯八年秋季战略升级精炼方案.md,0.94,
大明档案/参谋笔记/长期记录.md,长期记录.md,.md,4022,58131c695081fc73e187f05eaa4a6b0f2e2083f9e308bc66ff41d764f5076eef,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,,,御前密谈/思考过程,历史状态,否,否,否,否,99_待整理/大明档案/参谋笔记/长期记录.md,0.94,
大明档案/国家态势/国家态势总览.md,国家态势总览.md,.md,5369,f0c39e85dfb74f0595f1a455d2051dd57c7fd787cd4dec1653a0e5769afb3d95,2026-07-30T15:11:05-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,跨季度长期制度/名册/数据库,历史状态,否,是（5）,是：大明档案/国家态势/崇祯9年春初期国家态势总览.md,否,02_长期档案/两京十三省/国家态势总览.md,0.93,完全重复: 大明档案/国家态势/崇祯9年春初期国家态势总览.md；引用示例: data/game_state.json | modules/knowledge_base.py | uploads/index.json
大明档案/国家态势/崇祯10年夏季军械库存.md,崇祯10年夏季军械库存.md,.md,1653,073617ec5e9b2e889e3431de632ac1889eafd0fb29b14aa89edfb10a67c1929e,2026-07-31T02:50:27-07:00,2026-07-31T02:50:27-07:00,崇祯10年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯10年夏季军械库存.md,0.93,
大明档案/国家态势/崇祯10年夏季各省民心动乱财税面板补录.md,崇祯10年夏季各省民心动乱财税面板补录.md,.md,4188,386e942dedcd36fd2bc93c3997bd9693057e2b6172b940b4308d166586e3f7a0,2026-07-31T03:17:35-07:00,2026-07-31T03:17:35-07:00,崇祯10年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯10年夏季各省民心动乱财税面板补录.md,0.93,
大明档案/国家态势/崇祯10年夏季国家态势总览.md,崇祯10年夏季国家态势总览.md,.md,5017,0f76ba22a90c1c6486481a9caa243fd4b30d3ef21bcd4902d777ca264ec630de,2026-07-31T02:50:04-07:00,2026-07-31T02:50:04-07:00,崇祯10年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯10年夏季国家态势总览.md,0.93,
大明档案/国家态势/崇祯10年春季军械库存.md,崇祯10年春季军械库存.md,.md,1071,abf35a2ae794000c2081c8021f64d568d5bb97be16c49fcf4cc6331a4d1a7533,2026-07-31T02:10:06-07:00,2026-07-31T02:10:06-07:00,崇祯10年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯10年春季军械库存.md,0.93,
大明档案/国家态势/崇祯10年春季国家态势总览.md,崇祯10年春季国家态势总览.md,.md,6705,99654124d2145fca338607032d5fab1ff870b53353adb41425ac7c31b8f36f7d,2026-07-31T02:09:45-07:00,2026-07-31T02:09:45-07:00,崇祯10年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯10年春季国家态势总览.md,0.93,
大明档案/国家态势/崇祯10年秋十五厂开垦移民与燧发枪三厂记录.md,崇祯10年秋十五厂开垦移民与燧发枪三厂记录.md,.md,1114,f1e076fac018acfbb8d216710576aae56c3cf0f2bdc559549ec02f03d0fd80fe,2026-07-31T04:46:52-07:00,2026-07-31T04:46:52-07:00,崇祯10年,秋,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯10年秋十五厂开垦移民与燧发枪三厂记录.md,0.93,
大明档案/国家态势/崇祯10年秋季军械库存.md,崇祯10年秋季军械库存.md,.md,756,49065129d2e982fea5c586de12439fb3aa1ecfffed7b568d0930b2305ac2772f,2026-07-31T04:46:11-07:00,2026-07-31T04:46:11-07:00,崇祯10年,秋,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯10年秋季军械库存.md,0.93,
大明档案/国家态势/崇祯10年秋季国家态势总览.md,崇祯10年秋季国家态势总览.md,.md,1911,54640e7d43fc10ddb6f741c844ccc946f52592b74894285c00d881a2339cb843,2026-07-31T04:45:59-07:00,2026-07-31T04:45:59-07:00,崇祯10年,秋,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯10年秋季国家态势总览.md,0.93,
大明档案/国家态势/崇祯11年夏全国屯田鼠疫教育与地方政策.md,崇祯11年夏全国屯田鼠疫教育与地方政策.md,.md,2450,bd89c961cfa7cf8fe57400fd07367b82fd194a1e6d0dad2c437ff3c2bb39ba65,2026-07-31T12:32:11-07:00,2026-07-31T12:32:11-07:00,崇祯11年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯11年夏全国屯田鼠疫教育与地方政策.md,0.93,
大明档案/国家态势/崇祯11年夏季军械库存.md,崇祯11年夏季军械库存.md,.md,1154,0285f7f5dd94be549fb087fb4192cb5ea72a29d3d9635b3c0f11cce62a6d3e85,2026-07-31T12:31:45-07:00,2026-07-31T12:31:45-07:00,崇祯11年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯11年夏季军械库存.md,0.93,
大明档案/国家态势/崇祯11年夏季国家态势总览.md,崇祯11年夏季国家态势总览.md,.md,3336,eae1391f40032163a1e3abf051e628d00a9177b60d2cf336ef48ca4f6c583b42,2026-07-31T12:30:14-07:00,2026-07-31T12:30:14-07:00,崇祯11年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯11年夏季国家态势总览.md,0.93,
大明档案/国家态势/崇祯11年春三军九团三级军制编成.md,崇祯11年春三军九团三级军制编成.md,.md,5396,e7f41b38660468ba42cf31916546b507c760dc5bbe66775542511ca3822f287e,2026-07-31T08:47:39-07:00,2026-07-31T08:47:39-07:00,崇祯11年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯11年春三军九团三级军制编成.md,0.93,
大明档案/国家态势/崇祯11年春四总社运营与通货特科记录.md,崇祯11年春四总社运营与通货特科记录.md,.md,3747,da3fec9d6cfbf6d109888e390817fc659f55bd9b9c9755d256b150ebd33b46d7,2026-07-31T08:51:50-07:00,2026-07-31T08:51:50-07:00,崇祯11年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯11年春四总社运营与通货特科记录.md,0.93,
大明档案/国家态势/崇祯11年春季军械库存.md,崇祯11年春季军械库存.md,.md,2358,8b1efcc4c22bd1ad780b3a32bea6f98c8def973bb253ffbf5327f8f54f6775f6,2026-07-31T08:49:51-07:00,2026-07-31T08:49:51-07:00,崇祯11年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯11年春季军械库存.md,0.93,
大明档案/国家态势/崇祯11年春季国家态势总览.md,崇祯11年春季国家态势总览.md,.md,5377,c5f64306021efb8f8da3ceb6d6789eb957ac1441ae0c7036ffd030d7be30a92a,2026-07-31T08:49:22-07:00,2026-07-31T08:49:22-07:00,崇祯11年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯11年春季国家态势总览.md,0.93,
大明档案/国家态势/崇祯11年秋三军九团十四万新编制计划.md,崇祯11年秋三军九团十四万新编制计划.md,.md,2844,6655751d423c39914f0770ac9a74bba12a5995518e5dab3b3b021474be5e62e0,2026-07-31T22:31:00-07:00,2026-07-31T22:31:00-07:00,崇祯11年,秋,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯11年秋三军九团十四万新编制计划.md,0.93,
大明档案/国家态势/崇祯11年秋两京十三省建筑盘活与新建工程计划.md,崇祯11年秋两京十三省建筑盘活与新建工程计划.md,.md,2567,e90b06c9b6d11f106d82fb66a0cfd39d71b1fe4d3f437648ce0736a6b784dec1,2026-07-31T22:31:48-07:00,2026-07-31T22:31:48-07:00,崇祯11年,秋,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯11年秋两京十三省建筑盘活与新建工程计划.md,0.93,
大明档案/国家态势/崇祯7年冬国家态势复盘.md,崇祯7年冬国家态势复盘.md,.md,2328,30e9ef43275a23fc7bf220abd09943892ea02f6f76e36b7abd69b8ff828a2411,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,冬,季度结案/当前快照,历史状态,否,是（1）,否,否,01_季度回合/崇祯7年/冬/结案与快照原文/崇祯7年冬国家态势复盘.md,0.88,引用示例: uploads/index.json
大明档案/国家态势/崇祯7年夏拟诏国家态势.md,崇祯7年夏拟诏国家态势.md,.md,1597,bca5e0a65a9331a2b00c8ccb657a303123a483fb53af5098a8ecffec206c25a4,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,夏,跨季度长期制度/名册/数据库,历史状态,否,是（1）,否,否,02_长期档案/两京十三省/崇祯7年夏拟诏国家态势.md,0.93,引用示例: 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯7年春国家态势复盘.md,崇祯7年春国家态势复盘.md,.md,2676,948428a53cadef292a2b524d3f31506fd9ec5b1904f9f8cc13665cd7613e87d6,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,春,季度结案/当前快照,历史状态,否,是（2）,否,否,01_季度回合/崇祯7年/春/结案与快照原文/崇祯7年春国家态势复盘.md,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯9年冬季军械库存.md,崇祯9年冬季军械库存.md,.md,1117,1a120633f2df7ad658f8ae9c7af4b40136e3919e328a735c8b48458eafc2dd21,2026-07-31T01:02:54-07:00,2026-07-31T01:02:54-07:00,崇祯9年,冬,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯9年冬季军械库存.md,0.93,
大明档案/国家态势/崇祯9年冬季国家态势总览.md,崇祯9年冬季国家态势总览.md,.md,4807,f56d5648bb7cc65a51968394677681d50f18e88dd7fbb2d5a2e1cc7a7fd1d72c,2026-07-31T01:02:37-07:00,2026-07-31T01:02:37-07:00,崇祯9年,冬,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯9年冬季国家态势总览.md,0.93,
大明档案/国家态势/崇祯9年夏季军械库存.md,崇祯9年夏季军械库存.md,.md,1520,8681380853dfcd2f8224a4fe6c730634d6df81d1544aca14f4ac6bbf7c6f49c5,2026-07-30T22:44:50-07:00,2026-07-30T22:44:50-07:00,崇祯9年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯9年夏季军械库存.md,0.93,
大明档案/国家态势/崇祯9年夏季国家态势总览.md,崇祯9年夏季国家态势总览.md,.md,5230,0f3a59de6d8c127e233a17d739d0d8520bcd42c4001425001af2803f482b1eb6,2026-07-30T22:44:34-07:00,2026-07-30T22:44:34-07:00,崇祯9年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/两京十三省/崇祯9年夏季国家态势总览.md,0.93,
大明档案/国家态势/崇祯9年春初期军械库存.md,崇祯9年春初期军械库存.md,.md,1795,5d94b552ec3e44cb8878a4b2aa32da94aede29f02a121c9aa3c80a90b4bedd69,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,跨季度长期制度/名册/数据库,历史状态,否,是（2）,否,否,02_长期档案/军队军械/崇祯9年春初期军械库存.md,0.93,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯9年春初期国家态势总览.md,崇祯9年春初期国家态势总览.md,.md,5369,f0c39e85dfb74f0595f1a455d2051dd57c7fd787cd4dec1653a0e5769afb3d95,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,跨季度长期制度/名册/数据库,历史状态,否,是（4）,是：大明档案/国家态势/国家态势总览.md,否,02_长期档案/两京十三省/崇祯9年春初期国家态势总览.md,0.93,完全重复: 大明档案/国家态势/国家态势总览.md；引用示例: data/game_state.json | uploads/index.json | 大明档案/README.md
大明档案/国家态势/崇祯五年冬国家态势复盘.md,崇祯五年冬国家态势复盘.md,.md,5176,dc6f3710259d6827e75816f705b1d4fe15594d13ac4b54688b6ac90b9c1e6e36,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,冬,季度结案/当前快照,历史状态,否,是（2）,否,否,01_季度回合/崇祯5年/冬/结案与快照原文/崇祯五年冬国家态势复盘.md,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯五年春国家面板截图识别.md,崇祯五年春国家面板截图识别.md,.md,8064,f2de7de40f98e0164b194a575595b648ee2615ac67c0056210b613b2a6b70e14,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,春,跨季度长期制度/名册/数据库,历史状态,否,是（2）,否,否,02_长期档案/两京十三省/崇祯五年春国家面板截图识别.md,0.93,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯五年秋国家态势复盘.md,崇祯五年秋国家态势复盘.md,.md,5767,08af9b719a94e7d76959c1c06c4e1d2cecb0bf323d62e7f9d2ea3b846d889520,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,秋,季度结案/当前快照,历史状态,否,是（2）,否,否,01_季度回合/崇祯5年/秋/结案与快照原文/崇祯五年秋国家态势复盘.md,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯六年冬国家态势复盘.md,崇祯六年冬国家态势复盘.md,.md,5452,c6cbdd1e1e3aa4d7f13f0ef5921915ff92108f3a74f67dd88fb4c4566ebfbcac,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,冬,季度结案/当前快照,历史状态,否,是（2）,否,否,01_季度回合/崇祯6年/冬/结案与快照原文/崇祯六年冬国家态势复盘.md,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯六年冬拟诏国家态势.md,崇祯六年冬拟诏国家态势.md,.md,2720,76f6d629201f87f162dbea1d57f3f5bd3b42f64a9203a356061e654dcd1fea75,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,冬,跨季度长期制度/名册/数据库,历史状态,否,是（2）,否,否,02_长期档案/两京十三省/崇祯六年冬拟诏国家态势.md,0.93,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯六年夏国家态势复盘.md,崇祯六年夏国家态势复盘.md,.md,4105,167082350cecdbbcbc25195fbfcbf4d30ec3e3b0713820580fc20050bdd605af,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,夏,季度结案/当前快照,历史状态,否,是（2）,否,否,01_季度回合/崇祯6年/夏/结案与快照原文/崇祯六年夏国家态势复盘.md,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯六年春国家态势复盘.md,崇祯六年春国家态势复盘.md,.md,3762,3cf5c0640698d30ecb07ab8110bfcf069d8e285e013574056dae3328cf4204fb,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,春,季度结案/当前快照,历史状态,否,是（2）,否,否,01_季度回合/崇祯6年/春/结案与快照原文/崇祯六年春国家态势复盘.md,0.88,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/国家态势/崇祯六年秋国家态势更新.md,崇祯六年秋国家态势更新.md,.md,6943,2815f18eccafb95a6831b7775862dce14fd4ccd52e00c06683032fc46f2885d6,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,秋,跨季度长期制度/名册/数据库,历史状态,否,是（1）,否,否,02_长期档案/两京十三省/崇祯六年秋国家态势更新.md,0.93,引用示例: 大明档案/资料索引/上传资料目录.md
大明档案/国策路线/国策路线.md,国策路线.md,.md,43535,4098df782318c8c6f4ba9426bb1d5bb31455aa73db3d6c5acd26701e112483ec,2026-07-30T15:11:05-05:00,2026-07-30T23:40:54-05:00,崇祯1年,春,御前密谈/思考过程,待执行计划,否,是（2）,否,否,01_季度回合/崇祯1年/春/御前密谈原文/国策路线.md,0.89,引用示例: skills/writeimperial/references/archive_map.md | 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md
大明档案/国策路线/崇祯11年夏四总社整改与秋季到期评估.md,崇祯11年夏四总社整改与秋季到期评估.md,.md,1485,54dfab0fcd99ffae93cebd61cff742e227185b7e2577893fa9cabcbfce57e1e5,2026-07-31T12:41:52-07:00,2026-07-31T12:41:52-07:00,崇祯11年,夏,御前密谈/思考过程,待执行计划,否,否,否,否,01_季度回合/崇祯11年/夏/御前密谈原文/崇祯11年夏四总社整改与秋季到期评估.md,0.89,
大明档案/国策路线/崇祯三年战略与制度国策文档包/README.md,README.md,.md,933,6dd8336bcf52f62316a53ae1f06e7a21d443fa1aff557cefce03253eb063b4e0,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯3年,春,御前密谈/思考过程,待执行计划,否,是（4）,否,否,01_季度回合/崇祯3年/春/御前密谈原文/README.md,0.89,引用示例: modules/knowledge_base.py | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | 大明档案/国策路线/国策路线.md
大明档案/国策路线/崇祯三年战略与制度国策文档包/上传说明.md,上传说明.md,.md,1100,d75df62d521bbd3f7e52acafbda086c75072d86f52a82536ce93704f6873673f,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯3年,春,御前密谈/思考过程,待执行计划,否,否,否,否,01_季度回合/崇祯3年/春/御前密谈原文/上传说明.md,0.89,
